timestamp,battery_voltage,engine_speed,vehicle_speed,coolant_temp,throttle_position,brake_pressure,fuel_level,oil_pressure,gear_position,ambient_temp
660,12.5,0,0,25,20,0,60,1.2,0,25
670,12.5,0,0,25,20,0,60,1.2,0,25
680,12.5,0,0,25,20,0,60,1.2,0,25
690,12.5,0,0,25,20,0,60,1.2,0,25
700,12.5,0,0,25,20,0,60,1.2,0,25
710,12.5,0,0,25,20,0,60,1.2,0,25
720,12.5,0,0,25,20,0,60,1.2,0,25
730,12.5,0,0,25,20,0,60,1.2,0,25
740,12.5,0,0,25,20,0,60,1.2,0,25
750,12.5,0,0,25,20,0,60,1.2,0,25
760,12.5,0,0,25,20,0,60,1.2,0,25
770,12.5,0,0,25,20,0,60,1.2,0,25
780,12.5,0,0,25,20,0,60,1.2,0,25
790,12.5,0,0,25,20,0,60,1.2,0,25
800,12.5,0,0,25,20,0,60,1.2,0,25
810,12.5,0,0,25,20,0,60,1.2,0,25
820,12.5,0,0,25,20,0,60,1.2,0,25
830,12.5,0,0,25,20,0,60,1.2,0,25
840,12.5,0,0,25,20,0,60,1.2,0,25
850,12.5,0,0,25,20,0,60,1.2,0,25
860,12.5,0,0,25,20,0,60,1.2,0,25
870,12.5,0,0,25,20,0,60,1.2,0,25
880,12.5,0,0,25,20,0,60,1.2,0,25
890,12.5,2040,34,90,20,0,55,2.12727,3,25
900,12.5,2040,34,90,20,0,55,2.12727,3,25
910,12.5,2040,34,90,20,0,55,2.12727,3,25
920,12.5,2040,34,90,20,0,55,2.12727,3,25
930,12.5,2040,34,90,20,0,55,2.12727,3,25
940,12.5,2040,34,90,20,0,55,2.12727,3,25
950,12.5,2040,34,90,20,0,55,2.12727,3,25
960,12.5,0,0,90,0,0,55,0,3,25
970,12.5,0,0,90,0,0,55,0,3,25
980,12.5,0,0,90,0,0,55,0,3,25
990,12.5,0,0,90,0,0,55,0,3,25
1000,12.5,0,0,90,0,0,55,0,3,25
1010,12.5,0,0,90,0,0,55,0,3,25
1020,12.5,0,0,90,0,0,55,0,3,25
1030,12.5,0,0,90,0,0,55,0,3,25
1040,12.5,0,0,90,0,0,55,0,3,25
1050,12.5,0,0,90,0,0,55,0,3,25
1060,12.5,0,0,90,0,0,55,0,3,25
1070,12.5,0,0,90,0,0,55,0,3,25
1080,12.5,0,0,90,0,0,55,0,3,25
1090,12.5,0,0,90,0,0,55,0,3,25
1100,12.5,0,0,90,0,0,55,0,3,25
1110,12.5,0,0,90,0,0,55,0,3,25
1120,12.5,0,0,90,0,0,55,0,3,25
1130,12.5,0,0,90,0,0,55,0,3,25
1140,12.5,0,0,90,0,0,55,0,3,25
1150,12.5,0,0,90,0,0,55,0,3,25
1160,12.5,0,0,90,0,0,55,0,3,25
1170,12.5,0,0,90,0,0,55,0,3,25
1180,12.5,0,0,90,0,0,55,0,3,25
1190,12.5,0,0,90,0,0,55,0,3,25
1200,12.5,0,0,90,0,0,55,0,3,25
1210,12.5,0,0,90,0,0,55,0,3,25
1220,12.5,0,0,90,0,0,55,0,3,25
1230,12.5,0,0,90,0,0,55,0,3,25
1240,12.5,0,0,90,0,0,55,0,3,25
1250,12.5,0,0,90,0,0,55,0,3,25
1260,12.5,0,0,90,0,0,55,0,3,25
1270,12.5,0,0,90,0,0,55,0,3,25
1280,12.5,0,0,90,0,0,55,0,3,25
1290,12.5,0,0,90,0,0,55,0,3,25
1300,12.5,0,0,90,0,0,55,0,3,25
1310,12.5,0,0,90,0,0,55,0,3,25
1320,12.5,0,0,90,0,0,55,0,3,25
1330,12.5,0,0,90,0,0,55,0,3,25
1340,12.5,0,0,90,0,0,55,0,3,25
1350,12.5,0,0,90,0,0,55,0,3,25
1360,12.5,0,0,90,0,0,55,0,3,25
1370,12.5,0,0,90,0,0,55,0,3,25
1380,12.5,0,0,90,0,0,55,0,3,25
1390,12.5,0,0,90,0,0,55,0,3,25
1400,12.5,0,0,90,0,0,55,0,3,25
1410,12.5,0,0,90,0,0,55,0,3,25
1420,12.5,0,0,90,0,0,55,0,3,25
1430,12.5,0,0,90,0,0,55,0,3,25
1440,12.5,0,0,90,0,0,55,0,3,25
1450,12.5,800,13.3333,90,0,0,55,1.56364,3,25
1460,12.5,800,13.3333,90,0,0,55,1.56364,3,25
1470,12.5,800,13.3333,90,0,0,55,1.56364,3,25
1480,12.5,800,13.3333,90,0,0,55,1.56364,3,25
1490,12.5,800,13.3333,90,0,0,55,1.56364,3,25
1500,12.5,800,13.3333,90,0,0,55,1.56364,3,25
